text_id,model,paragraph_id,sentence_id,segment_order,connector_type,terms,n_connectors,segment_id,valid_vector,next_sentence_id,next_segment_id,normalized_position,transition_id,cc_score
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,17,15,SCONJ,um,1,BASIC_CLAUDE_NATIVE_001_17_SCONJ,TRUE,18,BASIC_CLAUDE_NATIVE_001_18_SCONJ,0.6363636363636364,BASIC_CLAUDE_NATIVE_001_17_18_SCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P02,18,16,SCONJ,,0,BASIC_CLAUDE_NATIVE_001_18_SCONJ,FALSE,19,BASIC_CLAUDE_NATIVE_001_19_SCONJ,0.6818181818181818,BASIC_CLAUDE_NATIVE_001_18_19_SCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P03,19,17,SCONJ,,0,BASIC_CLAUDE_NATIVE_001_19_SCONJ,FALSE,20,BASIC_CLAUDE_NATIVE_001_20_SCONJ,0.7272727272727273,BASIC_CLAUDE_NATIVE_001_19_20_SCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P03,20,18,SCONJ,,0,BASIC_CLAUDE_NATIVE_001_20_SCONJ,FALSE,21,BASIC_CLAUDE_NATIVE_001_21_SCONJ,0.7727272727272727,BASIC_CLAUDE_NATIVE_001_20_21_SCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P03,21,19,SCONJ,dass,1,BASIC_CLAUDE_NATIVE_001_21_SCONJ,TRUE,22,BASIC_CLAUDE_NATIVE_001_22_SCONJ,0.8181818181818182,BASIC_CLAUDE_NATIVE_001_21_22_SCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P03,22,20,SCONJ,,0,BASIC_CLAUDE_NATIVE_001_22_SCONJ,FALSE,23,BASIC_CLAUDE_NATIVE_001_23_SCONJ,0.8636363636363636,BASIC_CLAUDE_NATIVE_001_22_23_SCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P03,23,21,SCONJ,,0,BASIC_CLAUDE_NATIVE_001_23_SCONJ,FALSE,24,BASIC_CLAUDE_NATIVE_001_24_SCONJ,0.9090909090909091,BASIC_CLAUDE_NATIVE_001_23_24_SCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P03,24,22,SCONJ,,0,BASIC_CLAUDE_NATIVE_001_24_SCONJ,FALSE,25,BASIC_CLAUDE_NATIVE_001_25_SCONJ,0.9545454545454546,BASIC_CLAUDE_NATIVE_001_24_25_SCONJ,NA
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_P03,25,23,SCONJ,,0,BASIC_CLAUDE_NATIVE_001_25_SCONJ,FALSE,26,BASIC_CLAUDE_NATIVE_001_26_SCONJ,1,BASIC_CLAUDE_NATIVE_001_25_26_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,3,1,CCONJ,,0,BASIC_GEMINI_NATIVE_001_3_CCONJ,FALSE,4,BASIC_GEMINI_NATIVE_001_4_CCONJ,0,BASIC_GEMINI_NATIVE_001_3_4_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,4,2,CCONJ,,0,BASIC_GEMINI_NATIVE_001_4_CCONJ,FALSE,5,BASIC_GEMINI_NATIVE_001_5_CCONJ,0.04,BASIC_GEMINI_NATIVE_001_4_5_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,5,3,CCONJ,doch,1,BASIC_GEMINI_NATIVE_001_5_CCONJ,TRUE,6,BASIC_GEMINI_NATIVE_001_6_CCONJ,0.08,BASIC_GEMINI_NATIVE_001_5_6_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,6,4,CCONJ,,0,BASIC_GEMINI_NATIVE_001_6_CCONJ,FALSE,7,BASIC_GEMINI_NATIVE_001_7_CCONJ,0.12,BASIC_GEMINI_NATIVE_001_6_7_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,7,5,CCONJ,oder,1,BASIC_GEMINI_NATIVE_001_7_CCONJ,TRUE,8,BASIC_GEMINI_NATIVE_001_8_CCONJ,0.16,BASIC_GEMINI_NATIVE_001_7_8_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,8,6,CCONJ,,0,BASIC_GEMINI_NATIVE_001_8_CCONJ,FALSE,9,BASIC_GEMINI_NATIVE_001_9_CCONJ,0.2,BASIC_GEMINI_NATIVE_001_8_9_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,9,7,CCONJ,als,1,BASIC_GEMINI_NATIVE_001_9_CCONJ,TRUE,12,BASIC_GEMINI_NATIVE_001_12_CCONJ,0.24,BASIC_GEMINI_NATIVE_001_9_12_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,12,8,CCONJ,,0,BASIC_GEMINI_NATIVE_001_12_CCONJ,FALSE,13,BASIC_GEMINI_NATIVE_001_13_CCONJ,0.28,BASIC_GEMINI_NATIVE_001_12_13_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,13,9,CCONJ,als,1,BASIC_GEMINI_NATIVE_001_13_CCONJ,TRUE,14,BASIC_GEMINI_NATIVE_001_14_CCONJ,0.32,BASIC_GEMINI_NATIVE_001_13_14_CCONJ,0.07672827274759117
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,14,10,CCONJ,und,1,BASIC_GEMINI_NATIVE_001_14_CCONJ,TRUE,15,BASIC_GEMINI_NATIVE_001_15_CCONJ,0.36,BASIC_GEMINI_NATIVE_001_14_15_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,15,11,CCONJ,,0,BASIC_GEMINI_NATIVE_001_15_CCONJ,FALSE,16,BASIC_GEMINI_NATIVE_001_16_CCONJ,0.4,BASIC_GEMINI_NATIVE_001_15_16_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,16,12,CCONJ,,0,BASIC_GEMINI_NATIVE_001_16_CCONJ,FALSE,17,BASIC_GEMINI_NATIVE_001_17_CCONJ,0.44,BASIC_GEMINI_NATIVE_001_16_17_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,17,13,CCONJ,sondern,1,BASIC_GEMINI_NATIVE_001_17_CCONJ,TRUE,18,BASIC_GEMINI_NATIVE_001_18_CCONJ,0.48,BASIC_GEMINI_NATIVE_001_17_18_CCONJ,-0.09893870467565673
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,18,14,CCONJ,und,1,BASIC_GEMINI_NATIVE_001_18_CCONJ,TRUE,19,BASIC_GEMINI_NATIVE_001_19_CCONJ,0.52,BASIC_GEMINI_NATIVE_001_18_19_CCONJ,0.9999999999999996
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,19,15,CCONJ,und,1,BASIC_GEMINI_NATIVE_001_19_CCONJ,TRUE,20,BASIC_GEMINI_NATIVE_001_20_CCONJ,0.56,BASIC_GEMINI_NATIVE_001_19_20_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,20,16,CCONJ,,0,BASIC_GEMINI_NATIVE_001_20_CCONJ,FALSE,21,BASIC_GEMINI_NATIVE_001_21_CCONJ,0.6,BASIC_GEMINI_NATIVE_001_20_21_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,21,17,CCONJ,,0,BASIC_GEMINI_NATIVE_001_21_CCONJ,FALSE,24,BASIC_GEMINI_NATIVE_001_24_CCONJ,0.64,BASIC_GEMINI_NATIVE_001_21_24_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,24,18,CCONJ,,0,BASIC_GEMINI_NATIVE_001_24_CCONJ,FALSE,25,BASIC_GEMINI_NATIVE_001_25_CCONJ,0.68,BASIC_GEMINI_NATIVE_001_24_25_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,25,19,CCONJ,,0,BASIC_GEMINI_NATIVE_001_25_CCONJ,FALSE,26,BASIC_GEMINI_NATIVE_001_26_CCONJ,0.72,BASIC_GEMINI_NATIVE_001_25_26_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,26,20,CCONJ,und,1,BASIC_GEMINI_NATIVE_001_26_CCONJ,TRUE,27,BASIC_GEMINI_NATIVE_001_27_CCONJ,0.76,BASIC_GEMINI_NATIVE_001_26_27_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,27,21,CCONJ,,0,BASIC_GEMINI_NATIVE_001_27_CCONJ,FALSE,28,BASIC_GEMINI_NATIVE_001_28_CCONJ,0.8,BASIC_GEMINI_NATIVE_001_27_28_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,28,22,CCONJ,oder,1,BASIC_GEMINI_NATIVE_001_28_CCONJ,TRUE,29,BASIC_GEMINI_NATIVE_001_29_CCONJ,0.84,BASIC_GEMINI_NATIVE_001_28_29_CCONJ,-0.30340412233254827
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,29,23,CCONJ,doch,1,BASIC_GEMINI_NATIVE_001_29_CCONJ,TRUE,30,BASIC_GEMINI_NATIVE_001_30_CCONJ,0.88,BASIC_GEMINI_NATIVE_001_29_30_CCONJ,-0.30340412233254827
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,30,24,CCONJ,oder,1,BASIC_GEMINI_NATIVE_001_30_CCONJ,TRUE,31,BASIC_GEMINI_NATIVE_001_31_CCONJ,0.92,BASIC_GEMINI_NATIVE_001_30_31_CCONJ,0.1011153194318274
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,31,25,CCONJ,als und,2,BASIC_GEMINI_NATIVE_001_31_CCONJ,TRUE,32,BASIC_GEMINI_NATIVE_001_32_CCONJ,0.96,BASIC_GEMINI_NATIVE_001_31_32_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,32,26,CCONJ,,0,BASIC_GEMINI_NATIVE_001_32_CCONJ,FALSE,33,BASIC_GEMINI_NATIVE_001_33_CCONJ,1,BASIC_GEMINI_NATIVE_001_32_33_CCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,3,1,SCONJ,,0,BASIC_GEMINI_NATIVE_001_3_SCONJ,FALSE,4,BASIC_GEMINI_NATIVE_001_4_SCONJ,0,BASIC_GEMINI_NATIVE_001_3_4_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,4,2,SCONJ,,0,BASIC_GEMINI_NATIVE_001_4_SCONJ,FALSE,5,BASIC_GEMINI_NATIVE_001_5_SCONJ,0.04,BASIC_GEMINI_NATIVE_001_4_5_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,5,3,SCONJ,dass um,2,BASIC_GEMINI_NATIVE_001_5_SCONJ,TRUE,6,BASIC_GEMINI_NATIVE_001_6_SCONJ,0.08,BASIC_GEMINI_NATIVE_001_5_6_SCONJ,0.163860999724266
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,6,4,SCONJ,ob wenn,2,BASIC_GEMINI_NATIVE_001_6_SCONJ,TRUE,7,BASIC_GEMINI_NATIVE_001_7_SCONJ,0.12,BASIC_GEMINI_NATIVE_001_6_7_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,7,5,SCONJ,,0,BASIC_GEMINI_NATIVE_001_7_SCONJ,FALSE,8,BASIC_GEMINI_NATIVE_001_8_SCONJ,0.16,BASIC_GEMINI_NATIVE_001_7_8_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,8,6,SCONJ,dass,1,BASIC_GEMINI_NATIVE_001_8_SCONJ,TRUE,9,BASIC_GEMINI_NATIVE_001_9_SCONJ,0.2,BASIC_GEMINI_NATIVE_001_8_9_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P01,9,7,SCONJ,,0,BASIC_GEMINI_NATIVE_001_9_SCONJ,FALSE,12,BASIC_GEMINI_NATIVE_001_12_SCONJ,0.24,BASIC_GEMINI_NATIVE_001_9_12_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,12,8,SCONJ,da,1,BASIC_GEMINI_NATIVE_001_12_SCONJ,TRUE,13,BASIC_GEMINI_NATIVE_001_13_SCONJ,0.28,BASIC_GEMINI_NATIVE_001_12_13_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,13,9,SCONJ,,0,BASIC_GEMINI_NATIVE_001_13_SCONJ,FALSE,14,BASIC_GEMINI_NATIVE_001_14_SCONJ,0.32,BASIC_GEMINI_NATIVE_001_13_14_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,14,10,SCONJ,,0,BASIC_GEMINI_NATIVE_001_14_SCONJ,FALSE,15,BASIC_GEMINI_NATIVE_001_15_SCONJ,0.36,BASIC_GEMINI_NATIVE_001_14_15_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,15,11,SCONJ,,0,BASIC_GEMINI_NATIVE_001_15_SCONJ,FALSE,16,BASIC_GEMINI_NATIVE_001_16_SCONJ,0.4,BASIC_GEMINI_NATIVE_001_15_16_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,16,12,SCONJ,,0,BASIC_GEMINI_NATIVE_001_16_SCONJ,FALSE,17,BASIC_GEMINI_NATIVE_001_17_SCONJ,0.44,BASIC_GEMINI_NATIVE_001_16_17_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,17,13,SCONJ,,0,BASIC_GEMINI_NATIVE_001_17_SCONJ,FALSE,18,BASIC_GEMINI_NATIVE_001_18_SCONJ,0.48,BASIC_GEMINI_NATIVE_001_17_18_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,18,14,SCONJ,,0,BASIC_GEMINI_NATIVE_001_18_SCONJ,FALSE,19,BASIC_GEMINI_NATIVE_001_19_SCONJ,0.52,BASIC_GEMINI_NATIVE_001_18_19_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,19,15,SCONJ,dass,1,BASIC_GEMINI_NATIVE_001_19_SCONJ,TRUE,20,BASIC_GEMINI_NATIVE_001_20_SCONJ,0.56,BASIC_GEMINI_NATIVE_001_19_20_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,20,16,SCONJ,,0,BASIC_GEMINI_NATIVE_001_20_SCONJ,FALSE,21,BASIC_GEMINI_NATIVE_001_21_SCONJ,0.6,BASIC_GEMINI_NATIVE_001_20_21_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P02,21,17,SCONJ,,0,BASIC_GEMINI_NATIVE_001_21_SCONJ,FALSE,24,BASIC_GEMINI_NATIVE_001_24_SCONJ,0.64,BASIC_GEMINI_NATIVE_001_21_24_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,24,18,SCONJ,,0,BASIC_GEMINI_NATIVE_001_24_SCONJ,FALSE,25,BASIC_GEMINI_NATIVE_001_25_SCONJ,0.68,BASIC_GEMINI_NATIVE_001_24_25_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,25,19,SCONJ,,0,BASIC_GEMINI_NATIVE_001_25_SCONJ,FALSE,26,BASIC_GEMINI_NATIVE_001_26_SCONJ,0.72,BASIC_GEMINI_NATIVE_001_25_26_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,26,20,SCONJ,,0,BASIC_GEMINI_NATIVE_001_26_SCONJ,FALSE,27,BASIC_GEMINI_NATIVE_001_27_SCONJ,0.76,BASIC_GEMINI_NATIVE_001_26_27_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,27,21,SCONJ,,0,BASIC_GEMINI_NATIVE_001_27_SCONJ,FALSE,28,BASIC_GEMINI_NATIVE_001_28_SCONJ,0.8,BASIC_GEMINI_NATIVE_001_27_28_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,28,22,SCONJ,,0,BASIC_GEMINI_NATIVE_001_28_SCONJ,FALSE,29,BASIC_GEMINI_NATIVE_001_29_SCONJ,0.84,BASIC_GEMINI_NATIVE_001_28_29_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,29,23,SCONJ,dass,1,BASIC_GEMINI_NATIVE_001_29_SCONJ,TRUE,30,BASIC_GEMINI_NATIVE_001_30_SCONJ,0.88,BASIC_GEMINI_NATIVE_001_29_30_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,30,24,SCONJ,,0,BASIC_GEMINI_NATIVE_001_30_SCONJ,FALSE,31,BASIC_GEMINI_NATIVE_001_31_SCONJ,0.92,BASIC_GEMINI_NATIVE_001_30_31_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,31,25,SCONJ,da,1,BASIC_GEMINI_NATIVE_001_31_SCONJ,TRUE,32,BASIC_GEMINI_NATIVE_001_32_SCONJ,0.96,BASIC_GEMINI_NATIVE_001_31_32_SCONJ,NA
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_P03,32,26,SCONJ,,0,BASIC_GEMINI_NATIVE_001_32_SCONJ,FALSE,33,BASIC_GEMINI_NATIVE_001_33_SCONJ,1,BASIC_GEMINI_NATIVE_001_32_33_SCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P01,1,1,CCONJ,und als,2,HUMAN_BASELINE_001_1_CCONJ,TRUE,2,HUMAN_BASELINE_001_2_CCONJ,0,HUMAN_BASELINE_001_1_2_CCONJ,0.9859628611781956
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P01,2,2,CCONJ,als,1,HUMAN_BASELINE_001_2_CCONJ,TRUE,3,HUMAN_BASELINE_001_3_CCONJ,0.03333333333333333,HUMAN_BASELINE_001_2_3_CCONJ,0.07672827274759117
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P01,3,3,CCONJ,und,1,HUMAN_BASELINE_001_3_CCONJ,TRUE,4,HUMAN_BASELINE_001_4_CCONJ,0.06666666666666667,HUMAN_BASELINE_001_3_4_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P01,4,4,CCONJ,,0,HUMAN_BASELINE_001_4_CCONJ,FALSE,5,HUMAN_BASELINE_001_5_CCONJ,0.1,HUMAN_BASELINE_001_4_5_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P01,5,5,CCONJ,,0,HUMAN_BASELINE_001_5_CCONJ,FALSE,6,HUMAN_BASELINE_001_6_CCONJ,0.13333333333333333,HUMAN_BASELINE_001_5_6_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P01,6,6,CCONJ,,0,HUMAN_BASELINE_001_6_CCONJ,FALSE,7,HUMAN_BASELINE_001_7_CCONJ,0.16666666666666666,HUMAN_BASELINE_001_6_7_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P01,7,7,CCONJ,,0,HUMAN_BASELINE_001_7_CCONJ,FALSE,8,HUMAN_BASELINE_001_8_CCONJ,0.2,HUMAN_BASELINE_001_7_8_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P01,8,8,CCONJ,,0,HUMAN_BASELINE_001_8_CCONJ,FALSE,9,HUMAN_BASELINE_001_9_CCONJ,0.23333333333333334,HUMAN_BASELINE_001_8_9_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P02,9,9,CCONJ,und als oder,3,HUMAN_BASELINE_001_9_CCONJ,TRUE,10,HUMAN_BASELINE_001_10_CCONJ,0.26666666666666666,HUMAN_BASELINE_001_9_10_CCONJ,0.6680559036615702
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P02,10,10,CCONJ,als,1,HUMAN_BASELINE_001_10_CCONJ,TRUE,11,HUMAN_BASELINE_001_11_CCONJ,0.3,HUMAN_BASELINE_001_10_11_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P02,11,11,CCONJ,,0,HUMAN_BASELINE_001_11_CCONJ,FALSE,12,HUMAN_BASELINE_001_12_CCONJ,0.3333333333333333,HUMAN_BASELINE_001_11_12_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P02,12,12,CCONJ,und,1,HUMAN_BASELINE_001_12_CCONJ,TRUE,13,HUMAN_BASELINE_001_13_CCONJ,0.36666666666666664,HUMAN_BASELINE_001_12_13_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P02,13,13,CCONJ,,0,HUMAN_BASELINE_001_13_CCONJ,FALSE,14,HUMAN_BASELINE_001_14_CCONJ,0.4,HUMAN_BASELINE_001_13_14_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P02,14,14,CCONJ,und,1,HUMAN_BASELINE_001_14_CCONJ,TRUE,15,HUMAN_BASELINE_001_15_CCONJ,0.43333333333333335,HUMAN_BASELINE_001_14_15_CCONJ,0.9999999999999996
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P02,15,15,CCONJ,und und und,3,HUMAN_BASELINE_001_15_CCONJ,TRUE,16,HUMAN_BASELINE_001_16_CCONJ,0.4666666666666667,HUMAN_BASELINE_001_15_16_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P03,16,16,CCONJ,,0,HUMAN_BASELINE_001_16_CCONJ,FALSE,17,HUMAN_BASELINE_001_17_CCONJ,0.5,HUMAN_BASELINE_001_16_17_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P03,17,17,CCONJ,und,1,HUMAN_BASELINE_001_17_CCONJ,TRUE,18,HUMAN_BASELINE_001_18_CCONJ,0.5333333333333333,HUMAN_BASELINE_001_17_18_CCONJ,-0.18677082094974123
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P03,18,18,CCONJ,doch,1,HUMAN_BASELINE_001_18_CCONJ,TRUE,19,HUMAN_BASELINE_001_19_CCONJ,0.5666666666666667,HUMAN_BASELINE_001_18_19_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P03,19,19,CCONJ,,0,HUMAN_BASELINE_001_19_CCONJ,FALSE,20,HUMAN_BASELINE_001_20_CCONJ,0.6,HUMAN_BASELINE_001_19_20_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P04,20,20,CCONJ,und,1,HUMAN_BASELINE_001_20_CCONJ,TRUE,21,HUMAN_BASELINE_001_21_CCONJ,0.6333333333333333,HUMAN_BASELINE_001_20_21_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P04,21,21,CCONJ,,0,HUMAN_BASELINE_001_21_CCONJ,FALSE,22,HUMAN_BASELINE_001_22_CCONJ,0.6666666666666666,HUMAN_BASELINE_001_21_22_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P04,22,22,CCONJ,,0,HUMAN_BASELINE_001_22_CCONJ,FALSE,23,HUMAN_BASELINE_001_23_CCONJ,0.7,HUMAN_BASELINE_001_22_23_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P04,23,23,CCONJ,,0,HUMAN_BASELINE_001_23_CCONJ,FALSE,24,HUMAN_BASELINE_001_24_CCONJ,0.7333333333333333,HUMAN_BASELINE_001_23_24_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P04,24,24,CCONJ,und und,2,HUMAN_BASELINE_001_24_CCONJ,TRUE,25,HUMAN_BASELINE_001_25_CCONJ,0.7666666666666667,HUMAN_BASELINE_001_24_25_CCONJ,0.049795893630225824
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P05,25,25,CCONJ,sondern und und,3,HUMAN_BASELINE_001_25_CCONJ,TRUE,26,HUMAN_BASELINE_001_26_CCONJ,0.8,HUMAN_BASELINE_001_25_26_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P05,26,26,CCONJ,,0,HUMAN_BASELINE_001_26_CCONJ,FALSE,27,HUMAN_BASELINE_001_27_CCONJ,0.8333333333333334,HUMAN_BASELINE_001_26_27_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P05,27,27,CCONJ,,0,HUMAN_BASELINE_001_27_CCONJ,FALSE,28,HUMAN_BASELINE_001_28_CCONJ,0.8666666666666667,HUMAN_BASELINE_001_27_28_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P05,28,28,CCONJ,oder,1,HUMAN_BASELINE_001_28_CCONJ,TRUE,29,HUMAN_BASELINE_001_29_CCONJ,0.9,HUMAN_BASELINE_001_28_29_CCONJ,0.3038909424522511
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P05,29,29,CCONJ,und,1,HUMAN_BASELINE_001_29_CCONJ,TRUE,30,HUMAN_BASELINE_001_30_CCONJ,0.9333333333333333,HUMAN_BASELINE_001_29_30_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P05,30,30,CCONJ,,0,HUMAN_BASELINE_001_30_CCONJ,FALSE,31,HUMAN_BASELINE_001_31_CCONJ,0.9666666666666667,HUMAN_BASELINE_001_30_31_CCONJ,NA
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_P05,31,31,CCONJ,und,1,HUMAN_BASELINE_001_31_CCONJ,TRUE,32,HUMAN_BASELINE_001_32_CCONJ,1,HUMAN_BASELINE_001_31_32_CCONJ,0.9999999999999996
